시군구,단지명,전용면적(평),계약년월,계약일,거래금액(만원),층,건축년도,구,동,유형,계약월,계약요일,평당금액
서울특별시 동대문구 전농동,전농동신성미소지움,24.34,202202,2022.2.28,120000,6,2005,동대문구,전농동,중형,2,월,4930.16
서울특별시 동대문구 전농동,전농동하우스토리,25.49,202205,2022.5.29,84000,8,2007,동대문구,전농동,중형,5,일,3295.41
서울특별시 동대문구 전농동,전농우성,13.41,202203,2022.3.5,63850,14,1992,동대문구,전농동,소형,3,토,4761.37
서울특별시 동대문구 전농동,전농우성,18.12,202203,2022.3.30,73500,11,1992,동대문구,전농동,소형,3,수,4056.29
서울특별시 동대문구 전농동,전농우성,38.37,202205,2022.5.4,103000,2,1992,동대문구,전농동,대형,5,수,2684.39
서울특별시 동대문구 전농동,전농우성,18.12,202207,2022.7.29,48530,8,1992,동대문구,전농동,소형,7,금,2678.26
서울특별시 동대문구 제기동,건영스타밸리,18.83,202207,2022.7.22,60000,6,2021,동대문구,제기동,중형,7,금,3186.4
서울특별시 동대문구 제기동,공성,27.24,202203,2022.3.29,53500,13,1978,동대문구,제기동,중대형,3,화,1964.02
서울특별시 동대문구 제기동,동성네스트빌(1158-17),23.08,202201,2022.1.19,60000,1,2003,동대문구,제기동,중형,1,수,2599.65
서울특별시 동대문구 제기동,명경아트빌,21.1,202205,2022.5.1,41500,3,2002,동대문구,제기동,중형,5,일,1966.82
서울특별시 동대문구 제기동,어반넥서스,15.95,202204,2022.4.21,50300,6,2016,동대문구,제기동,소형,4,목,3153.61
서울특별시 동대문구 제기동,어진재,4.73,202204,2022.4.8,17000,6,2014,동대문구,제기동,소형,4,금,3594.08
서울특별시 동대문구 제기동,어진재,4.73,202205,2022.5.7,18500,6,2014,동대문구,제기동,소형,5,토,3911.21
서울특별시 동대문구 제기동,청우,25.75,202208,2022.8.20,52500,5,2003,동대문구,제기동,중형,8,토,2038.83
서울특별시 동대문구 제기동,한신아파트,25.68,202201,2022.1.3,95000,14,2004,동대문구,제기동,중형,1,월,3699.38
서울특별시 동대문구 제기동,한신아파트,25.68,202201,2022.1.22,94000,8,2004,동대문구,제기동,중형,1,토,3660.44
서울특별시 동대문구 제기동,한신아파트,18.13,202202,2022.2.19,84700,17,2004,동대문구,제기동,소형,2,토,4671.81
서울특별시 동대문구 제기동,한신아파트,25.68,202203,2022.3.15,65000,5,2004,동대문구,제기동,중형,3,화,2531.15
서울특별시 동대문구 제기동,한신아파트,34.81,202204,2022.4.22,113000,3,2004,동대문구,제기동,대형,4,금,3246.19
서울특별시 동대문구 제기동,한신아파트,25.68,202205,2022.5.16,95000,17,2004,동대문구,제기동,중형,5,월,3699.38
서울특별시 동대문구 제기동,한신아파트,25.68,202207,2022.7.18,79000,1,2004,동대문구,제기동,중형,7,월,3076.32
서울특별시 동대문구 제기동,현대,27.56,202202,2022.2.5,104200,16,1999,동대문구,제기동,중대형,2,토,3780.84
서울특별시 동대문구 제기동,현대,18.16,202203,2022.3.5,77000,8,1999,동대문구,제기동,소형,3,토,4240.09
서울특별시 동대문구 제기동,효성트럼프,25.65,202201,2022.1.6,51500,2,2004,동대문구,제기동,중형,1,목,2007.8
서울특별시 동대문구 제기동,효성트럼프,20.46,202203,2022.3.1,44000,7,2004,동대문구,제기동,중형,3,화,2150.54
서울특별시 동대문구 제기동,효성트럼프,22.98,202207,2022.7.22,60000,5,2004,동대문구,제기동,중형,7,금,2610.97
서울특별시 동대문구 청량리동,미주,38.52,202202,2022.2.11,145000,12,1978,동대문구,청량리동,대형,2,금,3764.28
서울특별시 동대문구 청량리동,미주,30.8,202202,2022.2.14,128000,8,1978,동대문구,청량리동,중대형,2,월,4155.84
서울특별시 동대문구 청량리동,미주,37.81,202203,2022.3.22,145000,3,1978,동대문구,청량리동,대형,3,화,3834.96
서울특별시 동대문구 청량리동,미주,26.3,202203,2022.3.22,129000,10,1978,동대문구,청량리동,중대형,3,화,4904.94
서울특별시 동대문구 청량리동,미주,51.61,202203,2022.3.24,170000,6,1978,동대문구,청량리동,대형,3,목,3293.94
서울특별시 동대문구 청량리동,미주,41.64,202203,2022.3.26,157000,14,1978,동대문구,청량리동,대형,3,토,3770.41
서울특별시 동대문구 청량리동,미주,41.64,202203,2022.3.28,157000,14,1978,동대문구,청량리동,대형,3,월,3770.41
서울특별시 동대문구 청량리동,미주,43.41,202203,2022.3.28,147000,1,1978,동대문구,청량리동,대형,3,월,3386.32
서울특별시 동대문구 청량리동,미주,38.52,202203,2022.3.29,144000,2,1978,동대문구,청량리동,대형,3,화,3738.32
서울특별시 동대문구 청량리동,미주,30.79,202205,2022.5.9,132000,3,1978,동대문구,청량리동,중대형,5,월,4287.11
서울특별시 동대문구 청량리동,미주,38.52,202205,2022.5.20,148000,14,1978,동대문구,청량리동,대형,5,금,3842.16
서울특별시 동대문구 청량리동,한신,18.17,202201,2022.1.6,80500,3,1997,동대문구,청량리동,소형,1,목,4430.38
서울특별시 동대문구 청량리동,한신,34.83,202202,2022.2.5,118000,6,1997,동대문구,청량리동,대형,2,토,3387.88
서울특별시 동대문구 청량리동,한신,18.17,202202,2022.2.6,70500,3,1997,동대문구,청량리동,소형,2,일,3880.02
서울특별시 동대문구 청량리동,한신,25.73,202203,2022.3.4,86000,1,1997,동대문구,청량리동,중형,3,금,3342.4
서울특별시 동대문구 청량리동,한신,34.83,202205,2022.5.3,120000,16,1997,동대문구,청량리동,대형,5,화,3445.31
서울특별시 동대문구 청량리동,한신,25.73,202206,2022.6.6,95000,5,1997,동대문구,청량리동,중형,6,월,3692.19
서울특별시 동대문구 청량리동,현대,23.22,202204,2022.4.12,80000,3,1987,동대문구,청량리동,중형,4,화,3445.31
서울특별시 동대문구 청량리동,현대,23.22,202210,2022.10.8,88000,10,1987,동대문구,청량리동,중형,10,토,3789.84
서울특별시 동대문구 청량리동,홍릉동부,18.09,202202,2022.2.3,87000,14,2001,동대문구,청량리동,소형,2,목,4809.29
서울특별시 동대문구 청량리동,홍릉동부,25.73,202209,2022.9.6,117000,14,2001,동대문구,청량리동,중형,9,화,4547.22
서울특별시 동대문구 회기동,동일스카이시티2차,16.47,202204,2022.4.14,33100,2,2005,동대문구,회기동,소형,4,목,2009.71
서울특별시 동대문구 회기동,동일스카이시티3차,20.62,202203,2022.3.12,39300,5,2007,동대문구,회기동,중형,3,토,1905.92
서울특별시 동대문구 회기동,베라체캠퍼스,7.37,202204,2022.4.29,21000,10,2013,동대문구,회기동,소형,4,금,2849.39
서울특별시 동대문구 회기동,베라체캠퍼스,7.37,202205,2022.5.9,23500,13,2013,동대문구,회기동,소형,5,월,3188.6
서울특별시 동대문구 회기동,베라체캠퍼스,7.37,202205,2022.5.11,23500,13,2013,동대문구,회기동,소형,5,수,3188.6
서울특별시 동대문구 회기동,베라체캠퍼스,7.37,202205,2022.5.24,22000,9,2013,동대문구,회기동,소형,5,화,2985.07
서울특별시 동대문구 회기동,베라체캠퍼스,7.28,202206,2022.6.25,24000,12,2013,동대문구,회기동,소형,6,토,3296.7
서울특별시 동대문구 회기동,베라체캠퍼스,7.37,202206,2022.6.26,24500,13,2013,동대문구,회기동,소형,6,일,3324.29
서울특별시 동대문구 회기동,베라체캠퍼스,7.28,202211,2022.11.5,24900,9,2013,동대문구,회기동,소형,11,토,3420.33
서울특별시 동대문구 회기동,베라체캠퍼스,7.37,202211,2022.11.22,23300,5,2013,동대문구,회기동,소형,11,화,3161.47
서울특별시 동대문구 회기동,베라체캠퍼스,7.28,202212,2022.12.2,21500,8,2013,동대문구,회기동,소형,12,금,2953.3
서울특별시 동대문구 회기동,신현대,25.75,202203,2022.3.17,85510,5,1989,동대문구,회기동,중형,3,목,3320.78
서울특별시 동대문구 회기동,신현대,18.33,202203,2022.3.26,60000,4,1989,동대문구,회기동,중형,3,토,3273.32
서울특별시 동대문구 회기동,신현대,25.75,202204,2022.4.6,96000,9,1989,동대문구,회기동,중형,4,수,3728.16
서울특별시 동대문구 회기동,신현대,25.75,202204,2022.4.22,80000,1,1989,동대문구,회기동,중형,4,금,3106.8
서울특별시 동대문구 회기동,신현대,25.75,202206,2022.6.10,81000,1,1989,동대문구,회기동,중형,6,금,3145.63
서울특별시 동대문구 회기동,신현대,18.33,202207,2022.7.25,60000,8,1989,동대문구,회기동,중형,7,월,3273.32
서울특별시 동대문구 회기동,회기힐스테이트,25.75,202203,2022.3.3,101500,6,2011,동대문구,회기동,중형,3,목,3941.75
서울특별시 동대문구 회기동,회기힐스테이트,25.75,202203,2022.3.3,101500,6,2011,동대문구,회기동,중형,3,목,3941.75
서울특별시 동대문구 회기동,회기힐스테이트,25.75,202204,2022.4.15,105000,15,2011,동대문구,회기동,중형,4,금,4077.67
서울특별시 동대문구 회기동,회기힐스테이트,25.75,202207,2022.7.16,100000,11,2011,동대문구,회기동,중형,7,토,3883.5
서울특별시 동대문구 회기동,회기힐스테이트,25.75,202209,2022.9.19,91000,8,2011,동대문구,회기동,중형,9,월,3533.98
서울특별시 동대문구 회기동,회기힐스테이트,36.46,202211,2022.11.21,105000,10,2011,동대문구,회기동,대형,11,월,2879.87
서울특별시 동대문구 휘경동,동성,7.68,202211,2022.11.28,22800,6,2001,동대문구,휘경동,소형,11,월,2968.75
서울특별시 동대문구 휘경동,동성,7.68,202212,2022.12.21,32800,6,2001,동대문구,휘경동,소형,12,수,4270.83
서울특별시 동대문구 휘경동,동일스위트리버,18.1,202203,2022.3.13,85700,9,2007,동대문구,휘경동,소형,3,일,4734.81
서울특별시 동대문구 휘경동,동일스위트리버,25.75,202204,2022.4.10,93000,16,2007,동대문구,휘경동,중형,4,일,3611.65
서울특별시 동대문구 휘경동,동일스위트리버,18.1,202204,2022.4.11,87000,7,2007,동대문구,휘경동,소형,4,월,4806.63
서울특별시 동대문구 휘경동,동일스위트리버,25.75,202204,2022.4.12,92300,12,2007,동대문구,휘경동,중형,4,화,3584.47
서울특별시 동대문구 휘경동,롯데,18.16,202204,2022.4.30,72500,7,2000,동대문구,휘경동,소형,4,토,3992.29
서울특별시 동대문구 휘경동,서울가든,25.94,202204,2022.4.2,66800,5,1985,동대문구,휘경동,중대형,4,토,2575.17
서울특별시 동대문구 휘경동,서울가든,25.94,202212,2022.12.7,45000,1,1985,동대문구,휘경동,중대형,12,수,1734.77
서울특별시 동대문구 휘경동,주공1,25.68,202203,2022.3.14,90000,9,2001,동대문구,휘경동,중형,3,월,3504.67
서울특별시 동대문구 휘경동,주공1,25.68,202203,2022.3.14,90000,9,2001,동대문구,휘경동,중형,3,월,3504.67
서울특별시 동대문구 휘경동,주공1,25.71,202204,2022.4.2,85500,11,2001,동대문구,휘경동,중형,4,토,3325.55
서울특별시 동대문구 휘경동,주공1,25.72,202204,2022.4.11,86000,3,2001,동대문구,휘경동,중형,4,월,3343.7
서울특별시 동대문구 휘경동,주공1,25.68,202204,2022.4.23,85900,13,2001,동대문구,휘경동,중형,4,토,3345.02
서울특별시 동대문구 휘경동,주공1,25.71,202205,2022.5.28,91500,5,2001,동대문구,휘경동,중형,5,토,3558.93
서울특별시 동대문구 휘경동,주공2,12.12,202204,2022.4.8,57900,17,2001,동대문구,휘경동,소형,4,금,4777.23
서울특별시 동대문구 휘경동,주공2,17.92,202204,2022.4.9,79000,12,2001,동대문구,휘경동,소형,4,토,4408.48
서울특별시 동대문구 휘경동,주공2,12.12,202204,2022.4.26,56000,12,2001,동대문구,휘경동,소형,4,화,4620.46
서울특별시 동대문구 휘경동,주공2,12.12,202204,2022.4.30,56500,7,2001,동대문구,휘경동,소형,4,토,4661.72
서울특별시 동대문구 휘경동,주공2,12.12,202206,2022.6.7,57200,9,2001,동대문구,휘경동,소형,6,화,4719.47
서울특별시 동대문구 휘경동,주공2,12.11,202208,2022.8.5,45000,13,2001,동대문구,휘경동,소형,8,금,3715.94
서울특별시 동대문구 휘경동,주공2,17.92,202209,2022.9.19,63000,21,2001,동대문구,휘경동,소형,9,월,3515.62
서울특별시 동대문구 휘경동,주공2,12.11,202210,2022.10.15,45000,2,2001,동대문구,휘경동,소형,10,토,3715.94
서울특별시 동대문구 휘경동,캠퍼스드림오피스텔,4.86,202204,2022.4.29,20700,12,2020,동대문구,휘경동,소형,4,금,4259.26
서울특별시 동대문구 휘경동,캠퍼스드림오피스텔,4.86,202206,2022.6.22,22000,6,2020,동대문구,휘경동,소형,6,수,4526.75
서울특별시 동대문구 휘경동,캠퍼스드림오피스텔,4.86,202206,2022.6.22,22000,6,2020,동대문구,휘경동,소형,6,수,4526.75
서울특별시 동대문구 휘경동,현대,25.74,202206,2022.6.29,70000,8,1992,동대문구,휘경동,중형,6,수,2719.5
서울특별시 동대문구 휘경동,휘경SK뷰,18,202204,2022.4.8,95000,5,2019,동대문구,휘경동,소형,4,금,5277.78
서울특별시 동대문구 휘경동,휘경SK뷰,18,202204,2022.4.30,107000,20,2019,동대문구,휘경동,소형,4,토,5944.44
서울특별시 동대문구 휘경동,휘경SK뷰,25.64,202205,2022.5.11,125500,20,2019,동대문구,휘경동,중형,5,수,4894.7
서울특별시 동대문구 휘경동,휘경SK뷰,18,202206,2022.6.4,105500,18,2019,동대문구,휘경동,소형,6,토,5861.11
서울특별시 동대문구 휘경동,휘경SK뷰,25.55,202206,2022.6.16,133000,9,2019,동대문구,휘경동,중형,6,목,5205.48
서울특별시 동대문구 휘경동,휘경SK뷰,25.55,202211,2022.11.5,105000,9,2019,동대문구,휘경동,중형,11,토,4109.59
서울특별시 동대문구 휘경동,휘경SK뷰,18.08,202211,2022.11.5,92000,17,2019,동대문구,휘경동,소형,11,토,5088.5
서울특별시 동대문구 휘경동,휘경미소지움,18.13,202201,2022.1.4,77000,15,1999,동대문구,휘경동,소형,1,화,4247.1
서울특별시 동대문구 휘경동,휘경미소지움,18.13,202203,2022.3.2,77000,15,1999,동대문구,휘경동,소형,3,수,4247.1
서울특별시 동대문구 휘경동,휘경베스트빌현대,18.16,202202,2022.2.5,69000,10,2000,동대문구,휘경동,소형,2,토,3799.56
서울특별시 동대문구 휘경동,휘경센트레빌,25.72,202204,2022.4.28,111000,22,2011,동대문구,휘경동,중형,4,목,4315.71
서울특별시 동대문구 휘경동,휘경센트레빌,34.85,202210,2022.10.18,120000,10,2011,동대문구,휘경동,대형,10,화,3443.33
서울특별시 동대문구 휘경동,휘경제이스카이아파트,25.58,202202,2022.2.3,64000,7,2016,동대문구,휘경동,중형,2,목,2501.95
서울특별시 동대문구 휘경동,휘경제이스카이아파트,25.58,202208,2022.8.20,73000,14,2016,동대문구,휘경동,중형,8,토,2853.79
서울특별시 동작구 노량진동,건영(103동-106동),25.74,202201,2022.1.18,105000,2,1997,동작구,노량진동,중형,1,화,4079.25
서울특별시 동작구 노량진동,건영(103동-106동),25.74,202205,2022.5.18,117500,9,1997,동작구,노량진동,중형,5,수,4564.88
서울특별시 동작구 노량진동,건영(103동-106동),25.74,202210,2022.10.7,90000,17,1997,동작구,노량진동,중형,10,금,3496.5
서울특별시 동작구 노량진동,건영(103동-106동),18.13,202210,2022.10.15,85000,11,1997,동작구,노량진동,소형,10,토,4688.36
서울특별시 동작구 노량진동,메가스터디타워,4.85,202202,2022.2.14,15000,9,2015,동작구,노량진동,소형,2,월,3092.78
서울특별시 동작구 노량진동,메가스터디타워,6.59,202202,2022.2.18,24800,9,2015,동작구,노량진동,소형,2,금,3763.28
서울특별시 동작구 노량진동,메가스터디타워,4.84,202205,2022.5.9,16000,9,2015,동작구,노량진동,소형,5,월,3305.79
서울특별시 동작구 노량진동,메가스터디타워,6.59,202205,2022.5.10,24000,16,2015,동작구,노량진동,소형,5,화,3641.88
서울특별시 동작구 노량진동,메가스터디타워,4.85,202205,2022.5.13,17000,15,2015,동작구,노량진동,소형,5,금,3505.15
서울특별시 동작구 노량진동,메가스터디타워,6.59,202205,2022.5.14,24000,16,2015,동작구,노량진동,소형,5,토,3641.88
서울특별시 동작구 노량진동,메가스터디타워,4.84,202208,2022.8.27,17000,13,2015,동작구,노량진동,소형,8,토,3512.4
서울특별시 동작구 노량진동,메가스터디타워,4.85,202210,2022.10.18,16900,10,2015,동작구,노량진동,소형,10,화,3484.54
서울특별시 동작구 노량진동,메가스터디타워,4.85,202212,2022.12.24,18000,20,2015,동작구,노량진동,소형,12,토,3711.34
서울특별시 동작구 노량진동,삼익,25.66,202205,2022.5.4,87000,8,2001,동작구,노량진동,중형,5,수,3390.49
서울특별시 동작구 노량진동,삼익,25.66,202205,2022.5.13,83000,15,2001,동작구,노량진동,중형,5,금,3234.61
서울특별시 동작구 노량진동,삼익,25.66,202208,2022.8.12,86000,4,2001,동작구,노량진동,중형,8,금,3351.52
서울특별시 동작구 노량진동,신동아리버파크,34.77,202202,2022.2.6,133000,7,2001,동작구,노량진동,대형,2,일,3825.14
서울특별시 동작구 노량진동,신동아리버파크,34.77,202202,2022.2.18,139500,19,2001,동작구,노량진동,대형,2,금,4012.08
서울특별시 동작구 노량진동,신동아리버파크,25.72,202203,2022.3.5,126000,7,2001,동작구,노량진동,중형,3,토,4898.91
서울특별시 동작구 노량진동,신동아리버파크,25.72,202203,2022.3.15,126000,14,2001,동작구,노량진동,중형,3,화,4898.91
서울특별시 동작구 노량진동,신동아리버파크,34.77,202203,2022.3.17,135000,4,2001,동작구,노량진동,대형,3,목,3882.66
서울특별시 동작구 노량진동,신동아리버파크,25.72,202204,2022.4.2,126800,10,2001,동작구,노량진동,중형,4,토,4930.02
서울특별시 동작구 노량진동,신동아리버파크,34.77,202205,2022.5.10,120000,11,2001,동작구,노량진동,대형,5,화,3451.25
서울특별시 동작구 노량진동,신동아리버파크,18.08,202205,2022.5.11,97000,26,2001,동작구,노량진동,소형,5,수,5365.04
서울특별시 동작구 노량진동,신동아리버파크,34.77,202207,2022.7.8,90000,6,2001,동작구,노량진동,대형,7,금,2588.44
서울특별시 동작구 노량진동,신동아리버파크,34.77,202207,2022.7.25,115000,16,2001,동작구,노량진동,대형,7,월,3307.45
서울특별시 동작구 노량진동,신동아리버파크,18.08,202209,2022.9.17,82000,16,2001,동작구,노량진동,소형,9,토,4535.4
서울특별시 동작구 노량진동,신동아리버파크,25.72,202211,2022.11.14,108800,10,2001,동작구,노량진동,중형,11,월,4230.17
서울특별시 동작구 노량진동,쌍용예가,18.12,202203,2022.3.24,119000,4,2010,동작구,노량진동,소형,3,목,6567.33
서울특별시 동작구 노량진동,우성,18.13,202202,2022.2.25,95000,13,1997,동작구,노량진동,소형,2,금,5239.93
서울특별시 동작구 노량진동,우성,37.81,202202,2022.2.25,135000,10,1997,동작구,노량진동,대형,2,금,3570.48
서울특별시 동작구 노량진동,우성,25.75,202203,2022.3.5,119500,11,1997,동작구,노량진동,중형,3,토,4640.78
서울특별시 동작구 노량진동,우성,18.13,202203,2022.3.22,96000,10,1997,동작구,노량진동,소형,3,화,5295.09
서울특별시 동작구 노량진동,우성,18.13,202204,2022.4.23,104500,13,1997,동작구,노량진동,소형,4,토,5763.93
서울특별시 동작구 노량진동,우성,25.75,202204,2022.4.25,125000,6,1997,동작구,노량진동,중형,4,월,4854.37
서울특별시 동작구 노량진동,우성,18.13,202204,2022.4.30,106500,12,1997,동작구,노량진동,소형,4,토,5874.24
서울특별시 동작구 노량진동,우성,18.13,202208,2022.8.13,92000,2,1997,동작구,노량진동,소형,8,토,5074.46
서울특별시 동작구 노량진동,우성,25.75,202208,2022.8.27,100000,14,1997,동작구,노량진동,중형,8,토,3883.5
서울특별시 동작구 노량진동,우성,25.75,202209,2022.9.2,106000,8,1997,동작구,노량진동,중형,9,금,4116.5
서울특별시 동작구 노량진동,우성,37.81,202209,2022.9.30,111000,16,1997,동작구,노량진동,대형,9,금,2935.73
서울특별시 동작구 노량진동,우성,25.75,202212,2022.12.17,90000,11,1997,동작구,노량진동,중형,12,토,3495.15
서울특별시 동작구 대방동,(99-1),21.52,202202,2022.2.19,53500,5,2001,동작구,대방동,중형,2,토,2486.06
서울특별시 동작구 대방동,경남아너스빌,25.7,202203,2022.3.19,130000,10,2006,동작구,대방동,중형,3,토,5058.37
서울특별시 동작구 대방동,그린힐,22.57,202206,2022.6.1,62000,3,2003,동작구,대방동,중형,6,수,2747.01
서울특별시 동작구 대방동,대림아파트,18.13,202201,2022.1.23,115000,13,1993,동작구,대방동,소형,1,일,6343.08
서울특별시 동작구 대방동,대림아파트,18.13,202201,2022.1.28,114000,12,1993,동작구,대방동,소형,1,금,6287.92
서울특별시 동작구 대방동,대림아파트,49.94,202203,2022.3.9,197000,4,1993,동작구,대방동,대형,3,수,3944.73
서울특별시 동작구 대방동,대림아파트,49.94,202203,2022.3.11,198000,14,1993,동작구,대방동,대형,3,금,3964.76
서울특별시 동작구 대방동,대림아파트,25.73,202204,2022.4.29,159500,7,1993,동작구,대방동,중형,4,금,6198.99
서울특별시 동작구 대방동,대림아파트,40.68,202206,2022.6.16,183000,17,1993,동작구,대방동,대형,6,목,4498.53
서울특별시 동작구 대방동,대림아파트,40.68,202208,2022.8.8,164000,2,1993,동작구,대방동,대형,8,월,4031.47
서울특별시 동작구 대방동,대림아파트,18.13,202208,2022.8.26,110000,5,1993,동작구,대방동,소형,8,금,6067.29
서울특별시 동작구 대방동,대림아파트,25.73,202210,2022.10.1,140000,15,1993,동작구,대방동,중형,10,토,5441.12
서울특별시 동작구 대방동,대림아파트,25.73,202210,2022.10.11,140000,15,1993,동작구,대방동,중형,10,화,5441.12
서울특별시 동작구 대방동,대림아파트,40.68,202212,2022.12.7,154500,13,1993,동작구,대방동,대형,12,수,3797.94
서울특별시 동작구 대방동,대방(375-22),29.24,202205,2022.5.16,69000,3,2003,동작구,대방동,중대형,5,월,2359.78
서울특별시 동작구 대방동,대방동현대,25.75,202205,2022.5.21,101000,1,1994,동작구,대방동,중형,5,토,3922.33
서울특별시 동작구 대방동,대방동현대,25.75,202209,2022.9.15,94500,17,1994,동작구,대방동,중형,9,목,3669.9
서울특별시 동작구 대방동,드림빌라트,22.27,202202,2022.2.12,56000,3,2001,동작구,대방동,중형,2,토,2514.59
서울특별시 동작구 대방동,드림빌라트,19.11,202211,2022.11.25,44500,2,2001,동작구,대방동,중형,11,금,2328.62
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,7,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,7,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,7,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,7,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27550,7,2021,동작구,대방동,소형,6,수,5247.62
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27550,7,2021,동작구,대방동,소형,6,수,5247.62
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27550,8,2021,동작구,대방동,소형,6,수,5247.62
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,8,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27550,8,2021,동작구,대방동,소형,6,수,5247.62
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27550,8,2021,동작구,대방동,소형,6,수,5247.62
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,9,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.12,202206,2022.6.8,26750,8,2021,동작구,대방동,소형,6,수,5224.61
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,10,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,10,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,10,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,10,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,9,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27800,9,2021,동작구,대방동,소형,6,수,5295.24
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27800,9,2021,동작구,대방동,소형,6,수,5295.24
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27800,9,2021,동작구,대방동,소형,6,수,5295.24
서울특별시 동작구 대방동,보라매센트럴타운,5.12,202206,2022.6.8,27000,9,2021,동작구,대방동,소형,6,수,5273.44
서울특별시 동작구 대방동,보라매센트럴타운,5.12,202206,2022.6.8,27000,9,2021,동작구,대방동,소형,6,수,5273.44
서울특별시 동작구 대방동,보라매센트럴타운,5.12,202206,2022.6.8,27000,9,2021,동작구,대방동,소형,6,수,5273.44
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,10,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.12,202206,2022.6.8,26500,6,2021,동작구,대방동,소형,6,수,5175.78
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,7,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,7,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,8,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.12,202206,2022.6.8,26750,7,2021,동작구,대방동,소형,6,수,5224.61
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,8,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,8,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,8,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,7,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.12,202206,2022.6.8,26750,8,2021,동작구,대방동,소형,6,수,5224.61
서울특별시 동작구 대방동,보라매센트럴타운,5.12,202206,2022.6.8,26750,8,2021,동작구,대방동,소형,6,수,5224.61
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,9,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,9,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,8,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27400,8,2021,동작구,대방동,소형,6,수,5219.05
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27800,10,2021,동작구,대방동,소형,6,수,5295.24
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,9,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,9,2021,동작구,대방동,소형,6,수,5276.19
서울특별시 동작구 대방동,보라매센트럴타운,5.25,202206,2022.6.8,27700,9,2021,동작구,대방동,소형,6,수,5276.19
