시군구,단지명,전용면적(평),계약년월,계약일,거래금액(만원),층,건축년도,구,동,유형,계약월,계약요일,평당금액
서울특별시 강북구 미아동,삼각산아이원,18.11,202203,2022.3.3,74000,2,2003,강북구,미아동,소형,3,목,4086.14
서울특별시 강북구 미아동,삼각산아이원,34.81,202205,2022.5.13,92000,4,2003,강북구,미아동,대형,5,금,2642.92
서울특별시 강북구 미아동,삼각산아이원,25.67,202209,2022.9.5,66000,3,2003,강북구,미아동,중형,9,월,2571.09
서울특별시 강북구 미아동,삼각산아이원,25.67,202210,2022.10.18,70000,5,2003,강북구,미아동,중형,10,화,2726.92
서울특별시 강북구 미아동,삼각산아이원,25.67,202212,2022.12.6,62700,5,2003,강북구,미아동,중형,12,화,2442.54
서울특별시 강북구 미아동,삼성래미안트리베라2단지,25.54,202204,2022.4.5,94000,12,2010,강북구,미아동,중형,4,화,3680.5
서울특별시 강북구 미아동,삼성래미안트리베라2단지,25.54,202204,2022.4.22,118000,8,2010,강북구,미아동,중형,4,금,4620.2
서울특별시 강북구 미아동,삼성래미안트리베라2단지,25.5,202205,2022.5.3,100000,13,2010,강북구,미아동,중형,5,화,3921.57
서울특별시 강북구 미아동,삼성래미안트리베라2단지,34.51,202205,2022.5.26,90000,24,2010,강북구,미아동,대형,5,목,2607.94
서울특별시 강북구 미아동,삼성래미안트리베라2단지,17.98,202206,2022.6.22,82000,5,2010,강북구,미아동,소형,6,수,4560.62
서울특별시 강북구 미아동,삼성래미안트리베라2단지,17.98,202207,2022.7.12,71000,3,2010,강북구,미아동,소형,7,화,3948.83
서울특별시 강북구 미아동,삼성래미안트리베라2단지,25.54,202207,2022.7.18,90000,11,2010,강북구,미아동,중형,7,월,3523.88
서울특별시 강북구 미아동,삼성래미안트리베라2단지,17.88,202208,2022.8.29,72000,4,2010,강북구,미아동,소형,8,월,4026.85
서울특별시 강북구 미아동,삼성래미안트리베라2단지,17.88,202212,2022.12.9,64000,14,2010,강북구,미아동,소형,12,금,3579.42
서울특별시 강북구 미아동,성북프라자,20.81,202204,2022.4.10,60000,4,2009,강북구,미아동,중형,4,일,2883.23
서울특별시 강북구 미아동,신대상,18.55,202205,2022.5.14,79000,1,2002,강북구,미아동,중형,5,토,4258.76
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202201,2022.1.4,71000,11,2004,강북구,미아동,소형,1,화,3905.39
서울특별시 강북구 미아동,에스케이북한산시티,25.68,202201,2022.1.11,80400,8,2004,강북구,미아동,중형,1,화,3130.84
서울특별시 강북구 미아동,에스케이북한산시티,25.72,202201,2022.1.14,81000,18,2004,강북구,미아동,중형,1,금,3149.3
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202201,2022.1.15,70000,10,2004,강북구,미아동,소형,1,토,3850.39
서울특별시 강북구 미아동,에스케이북한산시티,25.72,202201,2022.1.25,84000,22,2004,강북구,미아동,중형,1,화,3265.94
서울특별시 강북구 미아동,에스케이북한산시티,25.73,202201,2022.1.29,85000,7,2004,강북구,미아동,중형,1,토,3303.54
서울특별시 강북구 미아동,에스케이북한산시티,25.72,202202,2022.2.12,80900,15,2004,강북구,미아동,중형,2,토,3145.41
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202203,2022.3.7,68300,4,2004,강북구,미아동,소형,3,월,3756.88
서울특별시 강북구 미아동,에스케이북한산시티,25.67,202203,2022.3.31,76000,3,2004,강북구,미아동,중형,3,목,2960.65
서울특별시 강북구 미아동,에스케이북한산시티,25.68,202204,2022.4.5,80000,5,2004,강북구,미아동,중형,4,화,3115.26
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202204,2022.4.9,75300,21,2004,강북구,미아동,소형,4,토,4141.91
서울특별시 강북구 미아동,에스케이북한산시티,25.68,202204,2022.4.16,79000,5,2004,강북구,미아동,중형,4,토,3076.32
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202204,2022.4.19,71000,23,2004,강북구,미아동,소형,4,화,3905.39
서울특별시 강북구 미아동,에스케이북한산시티,25.68,202204,2022.4.28,81000,9,2004,강북구,미아동,중형,4,목,3154.21
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202205,2022.5.11,67000,24,2004,강북구,미아동,소형,5,수,3685.37
서울특별시 강북구 미아동,에스케이북한산시티,34.8,202205,2022.5.12,95500,11,2004,강북구,미아동,대형,5,목,2744.25
서울특별시 강북구 미아동,에스케이북한산시티,25.68,202205,2022.5.14,80000,20,2004,강북구,미아동,중형,5,토,3115.26
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202205,2022.5.18,69700,5,2004,강북구,미아동,소형,5,수,3833.88
서울특별시 강북구 미아동,에스케이북한산시티,25.67,202205,2022.5.24,76000,10,2004,강북구,미아동,중형,5,화,2960.65
서울특별시 강북구 미아동,에스케이북한산시티,25.72,202206,2022.6.2,83000,20,2004,강북구,미아동,중형,6,목,3227.06
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202206,2022.6.13,72000,21,2004,강북구,미아동,소형,6,월,3960.4
서울특별시 강북구 미아동,에스케이북한산시티,25.73,202206,2022.6.21,70000,13,2004,강북구,미아동,중형,6,화,2720.56
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202207,2022.7.24,63000,25,2004,강북구,미아동,소형,7,일,3465.35
서울특별시 강북구 미아동,에스케이북한산시티,25.68,202207,2022.7.26,71000,17,2004,강북구,미아동,중형,7,화,2764.8
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202208,2022.8.4,57500,2,2004,강북구,미아동,소형,8,목,3162.82
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202208,2022.8.18,62000,15,2004,강북구,미아동,소형,8,목,3410.34
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202208,2022.8.20,62000,11,2004,강북구,미아동,소형,8,토,3410.34
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202209,2022.9.17,60000,14,2004,강북구,미아동,소형,9,토,3300.33
서울특별시 강북구 미아동,에스케이북한산시티,25.72,202210,2022.10.7,65000,12,2004,강북구,미아동,중형,10,금,2527.22
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202210,2022.10.22,58000,19,2004,강북구,미아동,소형,10,토,3190.32
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202211,2022.11.7,56000,24,2004,강북구,미아동,소형,11,월,3080.31
서울특별시 강북구 미아동,에스케이북한산시티,25.68,202211,2022.11.12,69750,12,2004,강북구,미아동,중형,11,토,2716.12
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202211,2022.11.21,56000,12,2004,강북구,미아동,소형,11,월,3080.31
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202212,2022.12.3,53800,16,2004,강북구,미아동,소형,12,토,2959.3
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202212,2022.12.14,56000,11,2004,강북구,미아동,소형,12,수,3080.31
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202212,2022.12.15,57000,20,2004,강북구,미아동,소형,12,목,3135.31
서울특별시 강북구 미아동,에스케이북한산시티,18.18,202212,2022.12.17,58000,3,2004,강북구,미아동,소형,12,토,3190.32
서울특별시 강북구 미아동,이너스내안에,20,202203,2022.3.27,56000,6,2013,강북구,미아동,중형,3,일,2800
서울특별시 강북구 미아동,젬스톤타운,23.66,202212,2022.12.27,51000,3,2006,강북구,미아동,중형,12,화,2155.54
서울특별시 강북구 미아동,푸르지오시티,11.35,202201,2022.1.17,29000,19,2014,강북구,미아동,소형,1,월,2555.07
서울특별시 강북구 미아동,푸르지오시티,5.65,202201,2022.1.27,12000,20,2014,강북구,미아동,소형,1,목,2123.89
서울특별시 강북구 미아동,푸르지오시티,5.65,202203,2022.3.19,10500,6,2014,강북구,미아동,소형,3,토,1858.41
서울특별시 강북구 미아동,푸르지오시티,5.65,202205,2022.5.16,13800,18,2014,강북구,미아동,소형,5,월,2442.48
서울특별시 강북구 미아동,푸르지오시티,5.65,202206,2022.6.15,12900,6,2014,강북구,미아동,소형,6,수,2283.19
서울특별시 강북구 미아동,푸르지오시티,5.65,202206,2022.6.24,13200,6,2014,강북구,미아동,소형,6,금,2336.28
서울특별시 강북구 미아동,푸르지오시티,5.65,202207,2022.7.6,13500,9,2014,강북구,미아동,소형,7,수,2389.38
서울특별시 강북구 미아동,푸르지오시티,5.65,202208,2022.8.4,13300,7,2014,강북구,미아동,소형,8,목,2353.98
서울특별시 강북구 미아동,푸르지오시티,5.65,202208,2022.8.4,13500,7,2014,강북구,미아동,소형,8,목,2389.38
서울특별시 강북구 미아동,푸르지오시티,5.65,202208,2022.8.4,13200,9,2014,강북구,미아동,소형,8,목,2336.28
서울특별시 강북구 미아동,푸르지오시티,5.65,202208,2022.8.19,13400,5,2014,강북구,미아동,소형,8,금,2371.68
서울특별시 강북구 미아동,푸르지오시티,5.65,202209,2022.9.1,13500,17,2014,강북구,미아동,소형,9,목,2389.38
서울특별시 강북구 미아동,푸르지오시티,5.65,202209,2022.9.15,13450,6,2014,강북구,미아동,소형,9,목,2380.53
서울특별시 강북구 미아동,푸르지오시티,5.65,202210,2022.10.22,13300,7,2014,강북구,미아동,소형,10,토,2353.98
서울특별시 강북구 미아동,현대(190-2),25.73,202203,2022.3.5,64000,2,1992,강북구,미아동,중형,3,토,2487.37
서울특별시 강북구 미아동,현대성우,25.73,202204,2022.4.30,69700,4,1998,강북구,미아동,중형,4,토,2708.9
서울특별시 강북구 미아동,현대캐슬,20.83,202202,2022.2.28,44400,4,2008,강북구,미아동,중형,2,월,2131.54
서울특별시 강북구 번동,기산그린,25.74,202201,2022.1.26,63000,8,2000,강북구,번동,중형,1,수,2447.55
서울특별시 강북구 번동,다우(459-63),12.57,202206,2022.6.24,18500,5,2003,강북구,번동,소형,6,금,1471.76
서울특별시 강북구 번동,다우(459-63),12.57,202208,2022.8.26,18800,5,2003,강북구,번동,소형,8,금,1495.62
서울특별시 강북구 번동,동문,40.69,202204,2022.4.8,95000,5,1998,강북구,번동,대형,4,금,2334.73
서울특별시 강북구 번동,동문,18.07,202206,2022.6.15,59500,8,1998,강북구,번동,소형,6,수,3292.75
서울특별시 강북구 번동,번동솔그린,25.64,202202,2022.2.19,62000,1,1999,강북구,번동,중형,2,토,2418.1
서울특별시 강북구 번동,번동솔그린,18.13,202203,2022.3.9,59800,16,1999,강북구,번동,소형,3,수,3298.4
서울특별시 강북구 번동,번동솔그린,25.64,202205,2022.5.2,74000,19,1999,강북구,번동,중형,5,월,2886.12
서울특별시 강북구 번동,번동솔그린,25.64,202205,2022.5.7,64000,6,1999,강북구,번동,중형,5,토,2496.1
서울특별시 강북구 번동,번동솔그린,25.64,202208,2022.8.8,66000,8,1999,강북구,번동,중형,8,월,2574.1
서울특별시 강북구 번동,번동솔그린,18.13,202209,2022.9.21,45000,3,1999,강북구,번동,소형,9,수,2482.07
서울특별시 강북구 번동,번동한양아파트,25.66,202210,2022.10.12,54800,15,1992,강북구,번동,중형,10,수,2135.62
서울특별시 강북구 번동,수유역두산위브1,25.75,202201,2022.1.14,82500,5,2009,강북구,번동,중형,1,금,3203.88
서울특별시 강북구 번동,수유역두산위브1,25.75,202204,2022.4.16,82000,1,2009,강북구,번동,중형,4,토,3184.47
서울특별시 강북구 번동,수유역두산위브1,25.76,202204,2022.4.22,84700,4,2009,강북구,번동,중형,4,금,3288.04
서울특별시 강북구 번동,수유역두산위브2,25.75,202205,2022.5.2,87000,17,2009,강북구,번동,중형,5,월,3378.64
서울특별시 강북구 번동,수유역두산위브2,25.75,202206,2022.6.4,89800,16,2009,강북구,번동,중형,6,토,3487.38
서울특별시 강북구 번동,신원,25.64,202204,2022.4.22,65500,9,2000,강북구,번동,중형,4,금,2554.6
서울특별시 강북구 번동,오동공원현대,25.69,202201,2022.1.4,75000,10,2001,강북구,번동,중형,1,화,2919.42
서울특별시 강북구 번동,오동공원현대,35.75,202202,2022.2.21,88000,12,2001,강북구,번동,대형,2,월,2461.54
서울특별시 강북구 번동,주공1단지,12.52,202202,2022.2.10,52500,12,1991,강북구,번동,소형,2,목,4193.29
서울특별시 강북구 번동,주공1단지,12.52,202204,2022.4.12,59800,3,1991,강북구,번동,소형,4,화,4776.36
서울특별시 강북구 번동,주공1단지,12.52,202204,2022.4.22,59900,7,1991,강북구,번동,소형,4,금,4784.35
서울특별시 강북구 번동,주공1단지,23.96,202204,2022.4.27,91500,2,1991,강북구,번동,중형,4,수,3818.86
서울특별시 강북구 번동,주공1단지,15.13,202204,2022.4.30,72000,8,1991,강북구,번동,소형,4,토,4758.76
서울특별시 강북구 번동,주공1단지,15.13,202206,2022.6.21,62000,9,1991,강북구,번동,소형,6,화,4097.82
서울특별시 강북구 번동,주공4단지,23.18,202201,2022.1.17,75000,6,1991,강북구,번동,중형,1,월,3235.55
서울특별시 강북구 번동,주공4단지,15.13,202204,2022.4.4,63000,12,1991,강북구,번동,소형,4,월,4163.91
서울특별시 강북구 번동,주공4단지,25.69,202211,2022.11.24,60000,1,1991,강북구,번동,중형,11,목,2335.54
서울특별시 강북구 번동,한솔솔파크,25.72,202203,2022.3.14,74500,7,2005,강북구,번동,중형,3,월,2896.58
서울특별시 강북구 번동,한진,18.15,202204,2022.4.6,55700,2,2000,강북구,번동,소형,4,수,3068.87
서울특별시 강북구 번동,한진,17.77,202205,2022.5.17,57300,8,2000,강북구,번동,소형,5,화,3224.54
서울특별시 강북구 번동,해모로아파트,25.74,202202,2022.2.23,70000,19,2003,강북구,번동,중형,2,수,2719.5
서울특별시 강북구 번동,해모로아파트,38.56,202205,2022.5.26,80000,10,2003,강북구,번동,대형,5,목,2074.69
서울특별시 강북구 번동,현대(148-494),18.17,202207,2022.7.21,51000,13,1997,강북구,번동,소형,7,목,2806.82
서울특별시 강북구 번동,효성인텔리안,21.53,202204,2022.4.26,52500,16,2005,강북구,번동,중형,4,화,2438.46
서울특별시 강북구 번동,훼밀리힐,17.93,202202,2022.2.9,40300,7,1996,강북구,번동,소형,2,수,2247.63
서울특별시 강북구 수유동,FIRSTVIEW,14.45,202204,2022.4.15,30000,7,2010,강북구,수유동,소형,4,금,2076.12
서울특별시 강북구 수유동,경남아너스빌,25.63,202209,2022.9.26,67500,10,2005,강북구,수유동,중형,9,월,2633.63
서울특별시 강북구 수유동,궁전,19.88,202210,2022.10.1,28500,2,2003,강북구,수유동,중형,10,토,1433.6
서울특별시 강북구 수유동,극동,25.75,202203,2022.3.2,62500,11,1992,강북구,수유동,중형,3,수,2427.18
서울특별시 강북구 수유동,극동,25.75,202203,2022.3.18,60500,5,1992,강북구,수유동,중형,3,금,2349.51
서울특별시 강북구 수유동,극동,25.75,202206,2022.6.28,55000,7,1992,강북구,수유동,중형,6,화,2135.92
서울특별시 강북구 수유동,극동,25.75,202210,2022.10.19,56000,5,1992,강북구,수유동,중형,10,수,2174.76
서울특별시 강북구 수유동,래미안수유,25.76,202201,2022.1.10,84500,14,2001,강북구,수유동,중형,1,월,3280.28
서울특별시 강북구 수유동,래미안수유,18.15,202207,2022.7.8,59000,17,2001,강북구,수유동,소형,7,금,3250.69
서울특별시 강북구 수유동,래미안수유,34.78,202207,2022.7.8,95000,9,2001,강북구,수유동,대형,7,금,2731.45
서울특별시 강북구 수유동,래미안수유,18.15,202209,2022.9.1,50000,15,2001,강북구,수유동,소형,9,목,2754.82
서울특별시 강북구 수유동,래미안수유,18.15,202209,2022.9.17,63000,5,2001,강북구,수유동,소형,9,토,3471.07
서울특별시 강북구 수유동,북한산네이처파크,18.08,202203,2022.3.8,49000,6,2015,강북구,수유동,소형,3,화,2710.18
서울특별시 강북구 수유동,북한산네이처파크,16.91,202204,2022.4.8,43800,3,2015,강북구,수유동,소형,4,금,2590.18
서울특별시 강북구 수유동,삼성타운,25.75,202208,2022.8.26,45500,2,2008,강북구,수유동,중형,8,금,1766.99
서울특별시 강북구 수유동,성덕,19.06,202201,2022.1.22,37000,6,2003,강북구,수유동,중형,1,토,1941.24
서울특별시 강북구 수유동,세영,13.75,202205,2022.5.2,14500,1,2008,강북구,수유동,소형,5,월,1054.55
서울특별시 강북구 수유동,수유다우아트리체,4.5,202204,2022.4.6,14500,7,2018,강북구,수유동,소형,4,수,3222.22
서울특별시 강북구 수유동,수유벽산1차,25.74,202201,2022.1.17,74000,11,1993,강북구,수유동,중형,1,월,2874.9
서울특별시 강북구 수유동,수유벽산1차,25.74,202204,2022.4.7,76500,6,1993,강북구,수유동,중형,4,목,2972.03
서울특별시 강북구 수유동,수유벽산1차,25.74,202204,2022.4.22,79000,6,1993,강북구,수유동,중형,4,금,3069.15
서울특별시 강북구 수유동,수유벽산1차,19.33,202205,2022.5.11,63000,15,1993,강북구,수유동,중형,5,수,3259.18
서울특별시 강북구 수유동,수유벽산1차,37.15,202205,2022.5.21,86000,8,1993,강북구,수유동,대형,5,토,2314.94
서울특별시 강북구 수유동,수유벽산1차,37.15,202205,2022.5.28,88000,6,1993,강북구,수유동,대형,5,토,2368.78
서울특별시 강북구 수유동,수유벽산1차,37.15,202206,2022.6.13,89500,11,1993,강북구,수유동,대형,6,월,2409.15
서울특별시 강북구 수유동,수유벽산1차,19.33,202206,2022.6.14,61000,6,1993,강북구,수유동,중형,6,화,3155.72
서울특별시 강북구 수유동,수유벽산1차,37.15,202208,2022.8.2,86000,6,1993,강북구,수유동,대형,8,화,2314.94
서울특별시 강북구 수유동,수유벽산1차,37.15,202211,2022.11.8,82200,14,1993,강북구,수유동,대형,11,화,2212.65
서울특별시 강북구 수유동,수유벽산2차,17.41,202201,2022.1.10,46000,3,1994,강북구,수유동,소형,1,월,2642.16
서울특별시 강북구 수유동,수유벽산2차,34.62,202203,2022.3.21,69750,11,1994,강북구,수유동,대형,3,월,2014.73
서울특별시 강북구 수유동,수유삼호,22.57,202205,2022.5.22,52800,8,1998,강북구,수유동,중형,5,일,2339.39
서울특별시 강북구 수유동,수유역하이씨티,3.64,202201,2022.1.11,10700,11,2014,강북구,수유동,소형,1,화,2939.56
서울특별시 강북구 수유동,수유역하이씨티,3.74,202202,2022.2.22,9000,5,2014,강북구,수유동,소형,2,화,2406.42
서울특별시 강북구 수유동,수유역하이씨티,3.64,202204,2022.4.15,10700,8,2014,강북구,수유동,소형,4,금,2939.56
서울특별시 강북구 수유동,수유역하이씨티,3.64,202205,2022.5.18,10000,6,2014,강북구,수유동,소형,5,수,2747.25
서울특별시 강북구 수유동,수유역하이씨티,3.74,202207,2022.7.15,10500,5,2014,강북구,수유동,소형,7,금,2807.49
서울특별시 강북구 수유동,수유역하이씨티,3.69,202207,2022.7.18,10700,5,2014,강북구,수유동,소형,7,월,2899.73
서울특별시 강북구 수유동,수유프리미어엠,4.58,202201,2022.1.20,10100,7,2016,강북구,수유동,소형,1,목,2205.24
서울특별시 강북구 수유동,수유프리미어엠,5.76,202202,2022.2.22,11000,4,2016,강북구,수유동,소형,2,화,1909.72
서울특별시 강북구 수유동,수유프리미어엠,5.54,202207,2022.7.31,11000,3,2016,강북구,수유동,소형,7,일,1985.56
서울특별시 강북구 수유동,수유현대,18.08,202209,2022.9.7,41000,5,2000,강북구,수유동,소형,9,수,2267.7
서울특별시 강북구 수유동,예도팔라티움,4.08,202202,2022.2.11,17800,8,2020,강북구,수유동,소형,2,금,4362.75
서울특별시 강북구 수유동,예도팔라티움,4.08,202203,2022.3.23,18000,13,2020,강북구,수유동,소형,3,수,4411.76
서울특별시 강북구 수유동,예도팔라티움,4.08,202204,2022.4.26,19000,10,2020,강북구,수유동,소형,4,화,4656.86
서울특별시 강북구 수유동,우암센스뷰,25.71,202204,2022.4.8,55000,4,2005,강북구,수유동,중형,4,금,2139.25
서울특별시 강북구 수유동,우암센스뷰,25.71,202208,2022.8.1,55000,7,2005,강북구,수유동,중형,8,월,2139.25
서울특별시 강북구 수유동,우암센스뷰,25.71,202208,2022.8.16,55000,5,2005,강북구,수유동,중형,8,화,2139.25
서울특별시 강북구 수유동,정원,11.26,202201,2022.1.20,15000,5,2006,강북구,수유동,소형,1,목,1332.15
서울특별시 강북구 수유동,정원,11.26,202201,2022.1.20,13000,5,2006,강북구,수유동,소형,1,목,1154.53
서울특별시 강북구 수유동,진명,20.04,202212,2022.12.30,29800,7,2004,강북구,수유동,중형,12,금,1487.03
서울특별시 강북구 수유동,칸타빌수유팰리스,6.26,202208,2022.8.6,20800,3,2022,강북구,수유동,소형,8,토,3322.68
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.3,202212,2022.12.21,22100,2,2022,강북구,수유동,소형,12,수,3507.94
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21200,2,2022,강북구,수유동,소형,12,수,3498.35
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21200,2,2022,강북구,수유동,소형,12,수,3498.35
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21200,2,2022,강북구,수유동,소형,12,수,3498.35
서울특별시 강북구 수유동,칸타빌수유팰리스,7.37,202212,2022.12.21,25600,2,2022,강북구,수유동,소형,12,수,3473.54
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.3,202212,2022.12.21,23000,3,2022,강북구,수유동,소형,12,수,3650.79
서울특별시 강북구 수유동,칸타빌수유팰리스,6.3,202212,2022.12.21,22400,3,2022,강북구,수유동,소형,12,수,3555.56
서울특별시 강북구 수유동,칸타빌수유팰리스,6.3,202212,2022.12.21,23000,3,2022,강북구,수유동,소형,12,수,3650.79
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,22100,3,2022,강북구,수유동,소형,12,수,3646.86
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,22100,3,2022,강북구,수유동,소형,12,수,3646.86
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,22100,3,2022,강북구,수유동,소형,12,수,3646.86
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,22100,3,2022,강북구,수유동,소형,12,수,3646.86
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21550,3,2022,강북구,수유동,소형,12,수,3556.11
서울특별시 강북구 수유동,칸타빌수유팰리스,6.3,202212,2022.12.21,22100,2,2022,강북구,수유동,소형,12,수,3507.94
서울특별시 강북구 수유동,칸타빌수유팰리스,6.3,202212,2022.12.21,22600,2,2022,강북구,수유동,소형,12,수,3587.3
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,6.3,202212,2022.12.21,22600,2,2022,강북구,수유동,소형,12,수,3587.3
서울특별시 강북구 수유동,칸타빌수유팰리스,6.3,202212,2022.12.21,22400,3,2022,강북구,수유동,소형,12,수,3555.56
서울특별시 강북구 수유동,칸타빌수유팰리스,6.34,202212,2022.12.21,22250,2,2022,강북구,수유동,소형,12,수,3509.46
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21200,2,2022,강북구,수유동,소형,12,수,3498.35
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21200,2,2022,강북구,수유동,소형,12,수,3498.35
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21200,2,2022,강북구,수유동,소형,12,수,3498.35
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21200,2,2022,강북구,수유동,소형,12,수,3498.35
서울특별시 강북구 수유동,칸타빌수유팰리스,6.34,202212,2022.12.21,22800,2,2022,강북구,수유동,소형,12,수,3596.21
서울특별시 강북구 수유동,칸타빌수유팰리스,7.37,202212,2022.12.21,26250,2,2022,강북구,수유동,소형,12,수,3561.74
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,22100,3,2022,강북구,수유동,소형,12,수,3646.86
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,22100,3,2022,강북구,수유동,소형,12,수,3646.86
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,22100,3,2022,강북구,수유동,소형,12,수,3646.86
서울특별시 강북구 수유동,칸타빌수유팰리스,6.3,202212,2022.12.21,23000,3,2022,강북구,수유동,소형,12,수,3650.79
서울특별시 강북구 수유동,칸타빌수유팰리스,6.3,202212,2022.12.21,23000,3,2022,강북구,수유동,소형,12,수,3650.79
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,22100,3,2022,강북구,수유동,소형,12,수,3646.86
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,7.37,202212,2022.12.21,26250,2,2022,강북구,수유동,소형,12,수,3561.74
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
서울특별시 강북구 수유동,칸타빌수유팰리스,6.06,202212,2022.12.21,21800,2,2022,강북구,수유동,소형,12,수,3597.36
